File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::PureCamera(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::PureCamera(const PureCamera& other),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::operator=(const PureCamera& other),20,17,13,1,3,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::~PureCamera(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getViewport() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,"PureCamera::SetViewport(TPureUInt vx, TPureUInt vy, TPureUInt vsx, TPureUInt vsy)",2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getNearPlane() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::SetNearPlane(TPureFloat value),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getFarPlane() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::SetFarPlane(TPureFloat value),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getFieldOfView() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::SetFieldOfView(TPureFloat value),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getAspectRatio() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::SetAspectRatio(TPureFloat value),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getClearMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::SetClearMode(TPURE_CLEAR_MODE mode),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getAspectRatioMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::SetAspectRatioMode(TPURE_ASPECTRATIO_MODE mode),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getBackgroundColor(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::getBackgroundColor() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,"PureCamera::project3dTo2d(TPureFloat fWorldX, TPureFloat fWorldY, TPureFloat fWorldZ, PureVector& vecProjected) const",5,5,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,"PureCamera::project2dTo3d(TPureUInt nScreenX, TPureUInt nScreenY, TPureFloat nScreenDepth, PureVector& vecUnprojected) const",5,5,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureCamera.cpp,PureCamera::PureCameraImpl::~PureCameraImpl(),1,1,1,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::PureFiledManagedImpl::getFilename() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::PureFiledManagedImpl::SetFilename(const string& filename),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::PureFiledManagedImpl::PureFiledManagedImpl(const PureFiledManaged::PureFiledManagedImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::PureFiledManagedImpl::operator=(const PureFiledManaged::PureFiledManagedImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::PureFiledManaged(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::~PureFiledManaged(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::getManagedConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::getUsedSystemMemory() const,3,2,2,1,0,0,1,10,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::getFilename() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::PureFiledManaged(const PureFiledManaged& other),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::operator=(const PureFiledManaged& other),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManaged::SetFilename(const string& filename),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::PureFiledManagerImpl::getByFilename(const char* filename) const,11,11,6,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::PureFiledManagerImpl::createFromFile(const char* filename),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::PureFiledManagerImpl::PureFiledManagerImpl(const PureFiledManagerImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::PureFiledManagerImpl::operator=(const PureFiledManagerImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::~PureFiledManager(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::getByFilename(const char* filename) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::createFromFile(const char* filename),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::WriteList() const,6,6,6,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::operator=(const PureFiledManager&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureFiledManager.cpp,PureFiledManager::WriteListCallback(const PureManaged& mngd) const,4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLextensionFuncs.cpp,PureGLgetFunctionPointers(),751,589,585,1,81,0,81,232,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglHint(GLenum target, GLenum mode)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglFeedbackBuffer(GLsizei size, GLenum type, GLfloat *buffer)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,pglGenLists(GLsizei range),8,8,6,2,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglNewList(GLuint list, GLenum mode)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,pglEndList(void),9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglDeleteLists(GLuint list, GLsizei range)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglGenBuffersARB(GLsizei n, GLuint *buffers)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglBindBufferARB(GLenum target, GLuint buffer)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglBufferDataARB(GLenum target, GLsizeiptrARB size, const GLvoid *data, GLenum usage)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglDeleteBuffersARB(GLsizei n, const GLuint *buffers)",10,10,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglGenTextures(GLsizei n, GLuint *textures)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglBindTexture(GLenum target, GLuint texture)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexEnvf(GLenum target, GLenum pname, GLfloat param)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexEnvfv(GLenum target, GLenum pname, const GLfloat *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexEnvi(GLenum target, GLenum pname, GLint param)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexEnviv(GLenum target, GLenum pname, const GLint *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexGenf(GLenum coord, GLenum pname, GLfloat param)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexGenfv(GLenum coord, GLenum pname, const GLfloat *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexGeni(GLenum coord, GLenum pname, GLint param)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexGeniv(GLenum coord, GLenum pname, const GLint *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexParameterf(GLenum target, GLenum pname, GLfloat param)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexParameteri(GLenum target, GLenum pname, GLint param)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexParameterfv(GLenum target, GLenum pname, const GLfloat *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexParameteriv(GLenum target, GLenum pname, const GLint *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglGetTexParameterfv(GLenum target, GLenum pname, GLfloat *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglGetTexParameteriv(GLenum target, GLenum pname, GLint *params)",14,14,10,5,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglTexImage2D(GLenum target, GLint level, GLint internalformat, GLsizei width, GLsizei height, GLint border, GLenum format, GLenum type, const GLvoid *pixels)",12,11,7,3,0,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsafeFuncs.cpp,"pglGenQueries(GLsizei n, GLuint *ids)",9,9,7,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::Init(),5,5,4,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::getGLErrorTextFromEnum(GLenum err),12,12,10,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::isGLErrorPresent(),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::getLastSavedGLError(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::ClearGLError(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::getSizeofIndexType(GLenum iType),7,7,5,1,0,1,0,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,"PureGLsnippets::getVertexIndex(const void* arr, TPureUInt index, GLenum iType)",7,7,5,1,0,1,0,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,"PureGLsnippets::setVertexIndex(void* arr, TPureUInt index, TPureUInt value, GLenum iType)",24,24,15,9,0,1,0,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::SetGLBoundingBoxRendering(TPureBool state),19,18,14,1,0,1,1,39,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::glPrepareBeforeDrawBoundingBox(),8,8,8,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::SetZPassRendering(TPureBool state),16,16,12,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::getPureBlendFromGLBlend(GLenum glb),16,16,14,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,PureGLsnippets::getGLBlendFromPureBlend(TPURE_BLENDFACTOR bf),16,16,14,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,"PureGLsnippets::glLoadTextureIntoTMU(const PureTexture* tex, TPureUInt iTMU, TPureBool bSticked)",46,42,23,8,2,0,2,21,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureGLsnippets.cpp,"PureGLsnippets::glLoadTexturesAndSetBlendState(const PureMaterial* mat, TPureBool bObjLevel1Sticked, TPureBool bObjLevel1Blended)",42,38,22,6,1,0,3,41,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::DetachFrom(),5,5,3,1,0,1,0,5,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::getManager() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::getName() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::SetName(const std::string& name),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::FlushResources(),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::getUsedSystemMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::PureManagedImpl(const PureManagedImpl& other),1,1,1,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::PureManagedImpl::operator=(const PureManagedImpl& other),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::~PureManaged(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getManagedConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getUtiliser() const,3,2,2,1,0,0,1,11,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getUtiliser(),3,2,2,1,0,0,1,11,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::SetUtiliser(PureManaged* pUtiliser),8,7,5,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::DetachFrom(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getManager() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getName() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::SetName(const std::string& name),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::FlushResources(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::getUsedSystemMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManaged::operator=(const PureManaged& other),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::getCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::isEmpty() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::getSize() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::getAttachedAt(TPureInt ind) const,5,5,3,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::getAttachedIndex(const PureManaged& m) const,7,7,4,4,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::PreAlloc(TPureInt count),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::hasAttached(const PureManaged& m) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::Attach(PureManaged& m),16,14,10,1,0,0,2,11,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::Detach(PureManaged& m),4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::DeleteAttachedInstance(PureManaged& m),21,18,12,4,1,0,2,21,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::DeleteAll(),17,16,10,4,1,1,0,9,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::getUsedSystemMemory() const,10,9,6,3,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::PureManagerImpl(PureManager* pOwner),6,6,6,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::PureManagerImpl(const PureManager::PureManagerImpl& other),15,2,2,0,0,1,13,72,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::operator=(const PureManager::PureManagerImpl& other),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::preAlloc(TPureInt count),26,25,18,5,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::createManaged(),12,11,6,5,0,1,1,15,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManagerImpl::Detach(TPureInt ind),8,8,6,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManager(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::~PureManager(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::isEmpty() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getSize() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getAttachedAt(TPureInt ind) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getAttachedIndex(const PureManaged& m) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PreAlloc(TPureInt count),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::hasAttached(const PureManaged& m) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::Attach(PureManaged& m),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::Detach(PureManaged& m),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::DeleteAttachedInstance(PureManaged& m),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::DeleteAll(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::HandleManagedPropertyChanged(PureManaged& m),2,1,1,0,0,0,1,6,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::getUsedSystemMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::WriteList() const,20,19,13,2,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::PureManager(const PureManager& other),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::operator=(const PureManager& other),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureManager.cpp,PureManager::WriteListCallback(const PureManaged& mngd) const,16,14,8,2,2,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,"PureUiFontWin::PureUiFontWin( const std::string& fontFaceName, int height, bool bold, bool italic, bool underline, bool strikeout, HDC wnd_dc )",65,45,24,5,11,0,9,101,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::PureUiFontWin(const PureUiFontWin& uiFont),4,4,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::operator=(const PureUiFontWin& uiFont),16,14,12,1,2,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::~PureUiFontWin(),27,24,10,3,2,0,1,8,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::getFontFaceName() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\PureUiFontWin.cpp,PureUiFontWin::getHeight() const,2,2,2,1,0,0,0,0,
